,id,file,name,journal,authors,affiliations,len-original,len-anond,gemma-0-score-1,gemma-0-score-2,gemma-0-score-3,gemma-0-originality-1,gemma-0-rigor-1,gemma-0-scope-1,gemma-0-impact-1,gemma-0-written_by_ai-1,gemma-0-originality-2,gemma-0-rigor-2,gemma-0-scope-2,gemma-0-impact-2,gemma-0-written_by_ai-2,gemma-0-originality-3,gemma-0-rigor-3,gemma-0-scope-3,gemma-0-impact-3,gemma-0-written_by_ai-3,gemma-1-score-1,gemma-1-score-2,gemma-1-score-3,gemma-1-originality-1,gemma-1-rigor-1,gemma-1-scope-1,gemma-1-impact-1,gemma-1-written_by_ai-1,gemma-1-originality-2,gemma-1-rigor-2,gemma-1-scope-2,gemma-1-impact-2,gemma-1-written_by_ai-2,gemma-1-originality-3,gemma-1-rigor-3,gemma-1-scope-3,gemma-1-impact-3,gemma-1-written_by_ai-3,gemma-10-score-1,gemma-10-score-2,gemma-10-score-3,gemma-10-originality-1,gemma-10-rigor-1,gemma-10-scope-1,gemma-10-impact-1,gemma-10-written_by_ai-1,gemma-10-originality-2,gemma-10-rigor-2,gemma-10-scope-2,gemma-10-impact-2,gemma-10-written_by_ai-2,gemma-10-originality-3,gemma-10-rigor-3,gemma-10-scope-3,gemma-10-impact-3,gemma-10-written_by_ai-3,gemma-50-score-1,gemma-50-score-2,gemma-50-score-3,gemma-50-originality-1,gemma-50-rigor-1,gemma-50-scope-1,gemma-50-impact-1,gemma-50-written_by_ai-1,gemma-50-originality-2,gemma-50-rigor-2,gemma-50-scope-2,gemma-50-impact-2,gemma-50-written_by_ai-2,gemma-50-originality-3,gemma-50-rigor-3,gemma-50-scope-3,gemma-50-impact-3,gemma-50-written_by_ai-3,gemma-100-score-1,gemma-100-score-2,gemma-100-score-3,gemma-100-originality-1,gemma-100-rigor-1,gemma-100-scope-1,gemma-100-impact-1,gemma-100-written_by_ai-1,gemma-100-originality-2,gemma-100-rigor-2,gemma-100-scope-2,gemma-100-impact-2,gemma-100-written_by_ai-2,gemma-100-originality-3,gemma-100-rigor-3,gemma-100-scope-3,gemma-100-impact-3,gemma-100-written_by_ai-3
32,4_2,4. Journal of Financial Economics/1-s2.0-S0304405X25000030-main.pdf,"Asymmetric information, disagreement, and the valuation of debt and equity",Journal of Financial Economics,Snehal Banerjee; Bradyn Breon-Drish; Kevin Smith,"Stephen M. Ross School of Business, University of Michigan, Ann Arbor, MI, USA; Rady School of Management, UC San Diego, La Jolla, CA, USA; Graduate School of Business, Stanford University, Stanford, CA, USA",26649.0,25881.0,3,3,3,6,5,7,6,2,6,5,7,6,2,6,5,7,6,2,3,3,3,7,6,7,6,2,7,6,7,6,2,7,6,7,6,2,3,3,3,7,8,7,6,2,7,8,7,6,2,7,8,7,6,2,5,5,5,7,8,7,6,2,7,8,6,5,2,7,8,7,6,2,4,3,3,7,8,6,5,2,7,8,7,6,2,7,8,7,6,2
33,4_3,4. Journal of Financial Economics/1-s2.0-S0304405X25000364-main.pdf,Constrained liquidity provision in currency markets,Journal of Financial Economics,Wenqian Huang; Angelo Ranaldo; Andreas Schrimpf; Fabricius Somogyi,"Bank for International Settlements, Centralbahnplatz 2, 4052, Basel, Switzerland; University of Basel and Swiss Finance Institute, Peter Merian-Weg 6, Basel, 4052, Switzerland; CEPR, 33 Great Sutton Street, London, EC1V 0DX, United Kingdom; D’Amore-McKim School of Business, Northeastern University, 360 Huntington Avenue, Boston, 02115, MA, United States",19195.0,18262.0,3,3,3,4,3,5,3,7,4,3,5,3,7,4,3,5,3,7,3,3,3,6,7,7,5,2,6,7,7,6,2,6,7,7,6,2,3,3,3,7,8,6,5,2,7,8,6,6,2,7,8,6,6,2,4,4,4,7,8,7,6,2,7,8,6,5,3,7,8,7,6,3,5,5,4,7,8,6,5,2,7,8,7,6,3,7,8,7,6,3
34,4_4,4. Journal of Financial Economics/1-s2.0-S0304405X24002125-main.pdf,The SOFR discount,Journal of Financial Economics,Sven Klingler; Olav Syrstad,"Sven Klingler: Department of Finance, BI Norwegian Business School, Nydalsveien 37, NO-0442 Oslo, Norway; Olav Syrstad: Department of Finance, BI Norwegian Business School, Nydalsveien 37, NO-0442 Oslo, Norway",14730.0,13991.0,3,3,3,3,5,6,4,7,4,3,5,4,7,4,6,5,6,7,4,4,4,7,8,6,7,2,7,7,6,6,2,7,8,6,5,2,4,4,4,7,8,6,5,2,7,8,6,5,2,7,8,6,5,2,3,3,3,7,8,7,6,3,6,8,7,6,2,7,8,7,6,2,4,4,4,7,8,7,6,2,7,8,7,6,2,7,8,6,6,2
35,4_5,4. Journal of Financial Economics/1-s2.0-S0304405X25000327-main.pdf,Growing the efficient frontier on panel trees,Journal of Financial Economics,Lin William Cong; Guanhao Feng; Jingyu He; Xin He,"SC Johnson College of Business, Cornell University, United States of America; City University of Hong Kong, Hong Kong SAR, China; International Institute of Finance, Faculty of Business for Science and Technology, School of Management, University of Science and Technology of China, China; Fudan University FISF, China; NBER, United States of America",19230.0,18148.0,3,3,3,6,4,5,3,8,6,5,7,4,2,6,4,5,3,7,3,3,3,7,6,7,6,2,7,6,7,6,2,7,6,7,6,2,3,3,3,8,7,7,6,2,8,7,7,6,3,8,7,7,6,2,5,5,6,8,7,7,6,3,9,7,8,7,3,9,7,8,6,3,5,5,5,8,7,9,7,6,9,8,8,7,3,9,8,7,6,2
36,4_6,4. Journal of Financial Economics/1-s2.0-S0304405X25000169-main.pdf,Strategic arbitrage in segmented markets,Journal of Financial Economics,Svetlana Bryzgalova; Anna Pavlova; Taisiya Sikorskaya,"London Business School, Regents Park, London, NW1 4SA, United Kingdom; CEPR, United Kingdom; University of Chicago, Booth School of Business, 5807 S Woodlawn Ave, Chicago, 60637, IL, USA",20549.0,19504.0,3,3,3,6,4,7,5,7,6,3,7,5,7,6,4,7,5,7,3,3,3,7,7,6,5,2,7,8,6,5,2,7,7,6,5,2,3,3,3,7,8,6,5,2,7,8,6,5,2,7,8,6,5,2,4,4,4,7,8,6,4,2,7,8,6,5,2,7,8,6,5,2,5,4,4,7,8,6,5,2,7,8,6,5,2,7,8,6,5,2
37,4_7,4. Journal of Financial Economics/1-s2.0-S0304405X25000157-main.pdf,Global Business Networks,Journal of Financial Economics,Christian Breitung; Sebastian Müller,"Technical University of Munich, TUM School of Management, Campus Heilbronn, Center for Digital Transformation, Am Bildungscampus 9, Heilbronn, 74076, Germany",16546.0,15771.0,2,1,1,3,2,4,2,8,3,2,5,2,8,3,2,4,2,7,3,3,3,7,8,8,6,9,7,8,7,6,9,7,8,7,6,9,3,3,3,8,7,9,7,2,8,7,8,7,2,8,7,7,6,2,3,3,3,7,8,8,6,2,7,8,8,6,9,7,8,8,6,2,4,5,4,8,7,9,7,9,8,7,9,7,9,8,7,9,7,9
38,4_8,4. Journal of Financial Economics/1-s2.0-S0304405X24001958-main.pdf,The impact of impact investing,Journal of Financial Economics,Jonathan B. Berk; Jules H. van Binsbergen,"Stanford University, United States of America; NBER, United States of America; University of Pennsylvania, United States of America; CEPR",15945.0,15382.0,3,3,3,4,3,5,4,7,4,3,6,5,7,4,3,6,5,7,3,3,3,6,8,7,5,2,6,7,5,4,2,6,7,5,4,2,3,3,3,7,8,6,5,1,6,8,7,6,2,6,8,7,5,2,3,3,3,4,7,6,3,2,4,8,7,5,2,6,8,7,5,2,3,3,3,4,7,6,3,7,4,7,6,3,2,4,7,6,3,6
39,4_9,4. Journal of Financial Economics/1-s2.0-S0304405X24001971-main.pdf,Strategic insider trading and its consequences for outsiders: Evidence from the eighteenth century,Journal of Financial Economics,Mathijs Cosemans; Rik Frehen,"Mathijs Cosemans: Rotterdam School of Management, Erasmus University, Burgemeester Oudlaan 50, 3062 PA Rotterdam, Netherlands; Rik Frehen: Tilburg University, Warandelaan 2, 5037 AB Tilburg, Netherlands",19672.0,19018.0,3,3,3,7,6,7,6,2,7,6,7,6,2,7,6,7,6,2,3,3,3,7,6,7,6,2,7,6,6,5,2,7,6,6,5,2,3,3,3,9,8,7,6,2,9,8,7,6,2,9,8,7,6,2,5,5,5,8,7,7,6,2,8,7,6,5,2,8,7,7,6,2,6,5,6,8,7,6,5,2,8,9,7,6,2,8,7,6,5,2
40,5_0,5. American Economic Journal-Macro/smith-ocampo-2025-the-evolution-of-us-retail-concentration.pdf,The Evolution of US Retail Concentration,American Economic Journal-Macro,Dominic A. Smith; Sergio Ocampo,Dominic A. Smith: Bureau of Labor Statistics; Sergio Ocampo: University of Western Ontario,14434.0,13117.0,3,3,3,4,3,6,5,7,4,2,6,5,7,4,3,6,5,7,4,4,4,7,8,7,6,2,7,8,7,6,2,7,8,7,6,2,4,3,3,7,8,7,6,2,7,8,7,6,2,7,8,8,7,2,3,4,3,7,8,8,6,2,7,8,7,6,2,7,8,8,6,2,5,4,4,7,8,7,6,2,7,8,8,6,2,7,8,8,6,2
41,5_1,5. American Economic Journal-Macro/lerch-2025-from-blue-to-steel-collar-jobs-the-decline-in-employment-gaps.pdf,From Blue- to Steel-Collar Jobs: The Decline in Employment Gaps?,American Economic Journal-Macro,Benjamin Lerch,"Department of Economics, Università della Svizzera italiana; Federal Finance Administration",17751.0,17149.0,3,3,3,6,4,7,5,2,6,5,7,6,2,6,4,7,5,2,3,3,3,6,7,7,6,2,6,7,6,5,2,6,7,7,6,2,3,3,3,7,8,7,6,2,7,8,7,6,2,7,8,6,7,2,3,3,3,7,8,6,7,2,7,8,6,5,3,7,8,7,6,2,4,4,4,7,8,7,6,3,7,8,6,6,2,7,8,7,6,3
42,5_2,5. American Economic Journal-Macro/chi-et-al-2025-optimal-bank-reserve-remuneration-and-capital-control-policy.pdf,Optimal Bank Reserve Remuneration and Capital Control Policy,American Economic Journal-Macro,Chun-Che Chi; Stephanie Schmitt-Grohé; Martín Uribe,"Chi: Institute of Economics, Academia Sinica; Schmitt-Grohé: Columbia University, NBER, and CEPR; Uribe: Columbia University and NBER",20140.0,19389.0,3,3,2,4,3,5,3,7,4,3,5,3,7,4,3,5,3,7,3,3,3,6,7,6,5,2,6,7,5,4,2,6,7,5,4,2,3,3,3,6,7,6,5,3,6,7,6,5,3,6,7,6,5,3,6,5,6,9,8,7,6,3,9,8,7,7,2,9,8,7,6,2,3,3,5,7,8,6,5,2,7,8,6,5,2,7,8,6,5,2
43,5_3,5. American Economic Journal-Macro/jappelli-pistaferri-2025-permanent-income-shocks-target-wealth-and-the-wealth-gap.pdf,"Permanent Income Shocks, Target Wealth, and the Wealth Gap",American Economic Journal-Macro,Tullio Jappelli; Luigi Pistaferri,"Tullio Jappelli: University of Naples Federico II, CSEF, and CEPR; Luigi Pistaferri: Stanford University, SIEPR, NBER, and CEPR",12304.0,11727.0,3,3,3,6,7,7,6,2,6,7,7,6,3,6,7,7,5,3,3,3,3,6,7,6,5,2,6,7,6,5,2,6,7,6,5,2,3,3,3,7,8,6,5,2,7,8,6,5,2,7,8,6,5,2,5,5,5,7,8,6,5,2,7,8,6,5,2,7,8,6,5,2,4,5,5,7,8,6,5,2,7,8,6,5,2,7,8,6,5,2
44,5_4,5. American Economic Journal-Macro/ma%C4%87kowiak-wiederholt-2025-rational-inattention-and-the-business-cycle-effects-of-productivity-and-news-shocks.pdf,Rational Inattention and the Business Cycle Effects of Productivity and News Shocks,American Economic Journal-Macro,Bartosz Ma´ckowiak; Mirko Wiederholt,Bartosz Ma´ckowiak: ECB and CEPR; Mirko Wiederholt: LMU Munich and CEPR,18854.0,18325.0,3,3,3,6,7,7,6,2,6,5,7,6,2,6,7,7,6,2,3,3,3,6,7,6,5,2,6,7,7,5,2,6,7,7,6,2,3,3,3,7,8,6,6,2,7,8,6,6,2,7,8,6,6,2,3,3,3,7,8,6,5,2,7,8,6,5,2,7,8,6,5,2,5,4,4,8,9,7,6,2,8,9,7,6,2,8,9,7,6,2
45,5_5,5. American Economic Journal-Macro/phillot-2025-us-treasury-auctions-a-high-frequency-identification-of-supply-shocks.pdf,US Treasury Auctions: A High-Frequency Identification of Supply Shocks,American Economic Journal-Macro,Maxime Phillot,"Maxime Phillot: University of Lausanne, Department of Economics",13511.0,12693.0,3,3,3,6,5,7,6,8,6,7,7,6,8,6,5,7,6,8,3,3,3,7,6,6,5,3,7,6,6,7,2,7,6,6,6,2,3,3,3,8,7,6,7,2,7,8,7,6,2,7,8,7,6,2,3,3,3,7,8,6,5,3,7,8,6,5,3,7,8,6,6,2,4,3,3,8,9,7,6,2,8,9,7,6,2,8,9,7,6,2
46,5_6,5. American Economic Journal-Macro/toews-v%C3%A9zina-2025-enemies-of-the-people.pdf,Enemies of the People,American Economic Journal-Macro,Gerhard Toews; Pierre-Louis Vézina,Toews: New Economic School; Vézina: King’s College London,17355.0,16125.0,1,1,1,2,1,3,2,7,2,1,3,2,7,2,1,3,4,7,3,3,3,7,6,7,6,2,7,6,7,6,2,7,6,7,6,2,3,3,3,7,8,6,5,2,7,8,6,5,2,7,8,6,5,2,3,3,3,7,6,7,6,3,7,6,7,6,3,7,8,6,5,2,5,5,5,8,7,7,6,3,8,7,7,6,3,8,7,7,6,3
47,5_7,5. American Economic Journal-Macro/furlanetto-et-al-2025-estimating-hysteresis-effects.pdf,Estimating Hysteresis Effects,American Economic Journal-Macro,Francesco Furlanetto; Antoine Lepetit; Ørjan Robstad; Juan Rubio-Ramírez; Pål Ulvedal,"Francesco Furlanetto: Norges Bank and BI Norwegian Business School; Antoine Lepetit: Board of Governors of the Federal Reserve System; Ørjan Robstad: Norges Bank; Juan Rubio-Ramírez: Emory University, FEDEA, Federal Reserve Bank of Atlanta, BBVA Research; Pål Ulvedal: Nord University and Norges Bank",15786.0,15134.0,3,3,3,6,5,7,6,3,6,5,7,6,3,6,4,7,5,3,3,3,3,6,5,7,6,2,7,6,7,6,2,6,7,7,6,2,3,3,3,7,8,6,5,2,7,8,6,6,3,7,8,6,5,2,3,4,3,7,6,7,6,2,7,7,6,6,2,7,8,6,6,2,3,4,3,7,8,6,7,2,7,8,7,6,3,7,8,7,6,3
48,5_8,5. American Economic Journal-Macro/olsson-2025-singles-couples-and-their-labor-supply-long-run-trends-and-short-run-fluctuations.pdf,"Singles, Couples, and Their Labor Supply: Long-Run Trends and Short-Run Fluctuations",American Economic Journal-Macro,Jonna Olsson,Olsson: NHH Norwegian School of Economics,15818.0,14725.0,3,3,3,6,3,7,5,8,6,3,7,5,8,6,3,7,5,8,3,3,3,6,5,7,5,2,6,4,7,5,7,6,5,7,5,2,3,3,3,6,7,7,6,3,6,7,7,6,3,6,7,7,5,2,3,3,3,4,6,6,4,3,4,6,6,5,3,4,6,7,5,8,3,4,4,7,8,7,6,3,7,8,7,6,3,7,8,6,5,2
49,5_9,5. American Economic Journal-Macro/nakajima-telyukova-2025-medical-expenses-and-saving-in-retirement-the-case-of-the-united-states-and-sweden.pdf,Medical Expenses and Saving in Retirement: The Case of the United States and Sweden,American Economic Journal-Macro,Makoto Nakajima; Irina A. Telyukova,Makoto Nakajima: Federal Reserve Bank of Philadelphia; Irina A. Telyukova: Mulligan Funding,21704.0,20975.0,3,3,3,6,7,7,6,2,6,7,7,6,2,6,7,7,6,3,3,3,3,6,5,7,5,2,6,5,7,4,2,6,7,7,6,2,3,3,3,6,7,7,6,2,6,7,7,6,2,6,7,7,6,2,3,4,3,6,7,7,6,2,6,7,7,6,2,7,8,6,5,2,5,5,5,7,8,6,5,2,7,8,6,5,2,7,8,7,6,2
50,6_0,6. Journal of Political Economy/733398.pdf,Scooped! Estimating Rewards for Priority in Science,Journal of Political Economy,Ryan Hill; Carolyn Stein,"Ryan Hill, Northwestern University; Carolyn Stein, University of California Berkeley",23158.0,22567.0,3,3,3,7,6,7,6,2,7,6,7,6,2,7,6,7,6,2,3,3,3,7,7,6,6,1,7,7,6,5,2,7,7,6,6,2,4,3,4,8,9,7,7,1,7,8,6,5,1,7,8,7,6,2,4,4,4,7,8,6,5,2,7,8,6,5,2,7,8,6,5,2,4,5,5,7,8,6,5,2,7,8,6,5,2,7,8,6,5,2
51,6_1,6. Journal of Political Economy/732526.pdf,College Attrition and the Dynamics of Information Revelation,Journal of Political Economy,Peter Arcidiacono; Esteban Aucejo; Arnaud Maurel; Tyler Ransom,"Duke University, Institute of Labor Economics (IZA), and National Bureau of Economic Research (NBER); Arizona State University, Centre for Economic Performance, Centre for Economic Policy Research, CESifo, and NBER; Duke University, IZA, and NBER; University of Oklahoma, IZA, and Global Labor Organization",24128.0,23096.0,3,3,3,6,7,7,6,3,6,7,6,5,3,6,7,6,5,3,3,3,3,7,8,6,5,2,7,8,6,6,2,7,8,6,5,2,3,3,3,7,8,7,6,2,7,8,7,6,2,7,8,7,6,2,3,3,3,7,8,7,6,2,7,8,7,6,2,7,8,7,6,2,5,5,5,8,7,7,6,2,8,9,7,6,2,8,9,7,6,2
52,6_2,6. Journal of Political Economy/733422.pdf,Financial Product Design in Decentralized Markets,Journal of Political Economy,Marzena Rostek; Ji Hee Yoon,"Marzena Rostek, University of Wisconsin–Madison; Ji Hee Yoon, University College London",21374.0,20972.0,3,3,3,6,4,7,5,3,6,4,7,5,3,6,4,7,5,2,3,3,3,7,6,7,6,2,7,6,6,5,2,7,6,7,6,2,3,3,3,7,8,6,5,2,7,8,6,5,2,7,8,6,6,2,3,4,3,7,8,6,5,3,7,8,6,5,3,7,8,6,5,3,3,3,3,8,7,6,5,2,8,7,6,5,2,8,7,6,5,3
53,6_3,6. Journal of Political Economy/732884.pdf,The Impact of Working-Memory Training on Children’s Cognitive and Noncognitive Skills,Journal of Political Economy,Eva M. Berger; Ernst Fehr; Henning Hermes; Daniel Schunk; Kirsten Winkel,"Federal Ministry of Labour and Social Affairs (Bundesministerium für Arbeit und Soziales); University of Zurich; ifo Institute Munich, Centre for Economic Policy Research, CESifo, FAIR (Centre for Experimental Research on Fairness, Inequality and Rationality), Human Capital and Economic Opportunity Global Working Group, and Institute of Labor Economics (IZA); Johannes Gutenberg University Mainz; University of Koblenz",13190.0,12793.0,3,3,3,4,3,5,4,7,4,2,5,3,7,4,3,6,5,7,3,3,3,6,7,7,8,3,6,7,7,7,2,6,7,7,8,2,3,3,4,7,8,7,8,2,7,8,8,7,2,7,8,7,8,2,4,4,3,7,8,7,6,2,6,7,7,6,2,7,8,7,6,2,5,5,5,8,9,7,8,1,8,9,7,8,1,7,8,6,7,2
54,6_4,6. Journal of Political Economy/732891.pdf,Sorting with Teams,Journal of Political Economy,Job Boerma; Aleh Tsyvinski; Alexander P. Zimin,University of Wisconsin–Madison; Yale University; Massachusetts Institute of Technology and Higher School of Economics,14695.0,14263.0,3,3,3,6,7,5,4,2,7,6,6,5,2,6,7,7,5,2,3,3,3,7,6,6,4,2,7,8,6,5,2,7,8,6,5,2,3,3,3,7,8,6,6,2,8,9,7,6,2,8,9,7,6,2,3,4,5,8,9,7,6,2,8,9,7,6,2,8,9,7,6,2,3,3,3,8,9,7,6,2,8,7,6,6,2,8,7,6,6,2
55,6_5,6. Journal of Political Economy/733423.pdf,Dissecting Mechanisms of Financial Crises: Intermediation and Sentiment,Journal of Political Economy,Arvind Krishnamurthy; Wenhao Li,Arvind Krishnamurthy: Stanford Graduate School of Business and National Bureau of Economic Research; Wenhao Li: University of Southern California Marshall School of Business,20569.0,19985.0,3,3,3,6,7,7,6,3,6,7,7,6,2,6,7,7,6,2,3,3,3,7,6,7,6,2,7,7,8,6,2,7,6,7,6,2,3,3,3,7,8,6,5,2,7,8,6,6,2,7,8,7,6,2,3,3,3,7,8,6,6,2,7,8,7,6,2,7,8,7,6,2,5,5,5,7,8,7,6,2,8,7,7,6,2,7,8,8,6,2
56,6_6,6. Journal of Political Economy/733421.pdf,Why Do Couples and Singles Save during Retirement? Household Heterogeneity and Its Aggregate Implications,Journal of Political Economy,Mariacristina De Nardi; Eric French; John Bailey Jones; Rory McGee,"University of Minnesota, Federal Reserve Bank of Minneapolis, Centre for Economic Policy Research (CEPR), National Bureau of Economic Research; University of Cambridge, CEPR, Institute for Fiscal Studies (IFS); Federal Reserve Bank of Richmond; University of Western Ontario and IFS",16608.0,16289.0,3,3,3,6,7,7,6,2,6,7,7,6,2,6,7,7,6,2,3,3,3,6,7,7,5,1,6,7,7,5,1,6,7,7,5,1,3,3,3,7,8,6,5,2,7,8,7,6,2,6,7,7,6,2,3,3,4,7,8,7,6,2,7,8,7,6,2,7,8,7,6,2,6,6,6,8,9,7,6,2,8,9,7,6,2,8,9,7,6,2
57,6_7,6. Journal of Political Economy/732893.pdf,Targeting Precision Medicine: Evidence from Prenatal Screening,Journal of Political Economy,Peter Conner; Liran Einav; Amy Finkelstein; Petra Persson,"Peter Conner, Karolinska Institutet; Liran Einav, Stanford University and National Bureau of Economic Research; Amy Finkelstein, Massachusetts Institute of Technology and National Bureau of Economic Research; Petra Persson, Stanford University, Research Institute of Industrial Economics, and National Bureau of Economic Research",21066.0,20545.0,3,3,3,6,7,7,7,2,6,7,7,7,2,6,7,7,8,2,3,3,3,7,8,6,7,2,7,8,6,7,2,7,8,6,7,2,4,3,3,7,8,6,7,2,7,8,6,7,2,7,8,6,7,2,4,4,4,8,7,8,7,3,8,7,7,6,2,8,7,7,6,3,4,4,4,7,8,7,6,2,8,7,7,6,2,7,8,7,6,2
58,6_8,6. Journal of Political Economy/732886.pdf,Enhancing Human Capital in Children: A Case Study on Scaling,Journal of Political Economy,Francesco Agostinelli; Ciro Avitabile; Matteo Bobba,University of Pennsylvania; World Bank; Toulouse School of Economics,16062.0,15606.0,2,2,2,3,2,4,2,8,3,2,4,2,7,3,2,4,2,8,3,3,3,6,7,6,5,2,6,7,7,6,2,6,7,7,6,2,4,3,3,7,8,7,6,2,7,8,6,7,2,7,8,7,6,2,3,3,3,6,7,7,6,2,6,7,7,6,3,6,7,7,6,2,6,5,5,7,8,6,6,3,7,8,6,7,2,7,8,7,6,2
59,6_9,6. Journal of Political Economy/733396.pdf,Estimating the Technology of Children’s Skill Formation,Journal of Political Economy,Francesco Agostinelli; Matthew Wiswall,University of Pennsylvania and National Bureau of Economic Research; Johns Hopkins University and National Bureau of Economic Research,15490.0,15228.0,3,3,3,6,5,7,6,3,6,4,7,5,8,6,5,7,6,8,3,3,3,7,8,6,7,2,7,8,6,7,2,7,8,7,6,2,3,3,4,7,8,6,7,2,7,8,6,7,2,7,8,6,7,2,3,3,3,7,8,6,7,2,7,8,6,7,2,7,8,6,7,2,5,3,3,7,8,7,6,2,8,9,7,6,3,8,9,7,6,2
60,7_0,7. Journal of Finance/The Journal of Finance - 2024 - ZHANG - Carbon Returns across the Globe.pdf,Carbon Returns across the Globe,Journal of Finance,Shaojun Zhang,"Shaojun Zhang; Fisher College of Business, The Ohio State University, Columbus, OH, USA",13373.0,11852.0,2,2,2,3,1,6,4,7,3,2,6,4,7,3,1,6,2,7,3,3,3,6,7,7,5,2,6,7,7,6,3,6,7,7,6,3,3,3,3,7,8,7,6,3,7,8,6,6,2,7,8,6,5,2,3,3,3,7,8,7,6,2,7,8,7,6,3,7,8,7,6,2,3,3,3,7,8,7,6,3,7,8,7,6,3,6,8,7,6,2
61,7_1,7. Journal of Finance/The Journal of Finance - 2024 - HUANG - The Global Credit Spread Puzzle.pdf,The Global Credit Spread Puzzle,Journal of Finance,Jing-Zhi Huang; Yoshio Nozawa; Zhan Shi,"Jing-Zhi Huang is with the Smeal College of Business, Penn State University; Yoshio Nozawa is with the Rotman School of Management and UTSC at the University of Toronto; Zhan Shi is with the PBC School of Finance, Tsinghua University.",31822.0,29032.0,3,3,3,6,7,7,6,2,6,7,7,6,2,6,7,7,5,2,3,3,3,6,7,7,5,2,6,7,7,5,2,6,7,7,6,2,3,3,3,7,8,7,6,2,7,8,7,6,2,7,8,7,6,3,3,3,3,4,7,6,5,8,5,7,6,4,8,6,7,7,6,8,4,6,5,7,8,8,6,2,7,8,7,6,2,7,8,8,6,2
62,7_2,7. Journal of Finance/The Journal of Finance - 2024 - COOPERMAN - Bank Funding Risk  Reference Rates  and Credit Supply.pdf,"Bank Funding Risk, Reference Rates, and Credit Supply",Journal of Finance,Harry Cooperman; Darrell Duffie; Stephan Luck; Zachry Wang; Yilin (David) Yang,"Harry Cooperman, Darrell Duffie, Zachry Wang are with Stanford GSB; Stephan Luck is with Federal Reserve Bank of New York (FRBNY); Yilin (David) Yang is with City University of Hong Kong",25746.0,22407.0,3,3,3,6,7,7,6,2,6,7,7,6,2,6,7,7,6,2,3,3,3,6,7,7,6,3,6,7,7,6,2,6,7,7,6,2,3,4,3,8,9,7,7,2,8,9,7,6,2,7,8,6,7,2,4,4,4,8,7,6,5,2,7,8,6,5,2,7,8,7,6,2,5,5,5,7,8,8,7,2,7,8,7,6,2,7,8,7,6,2
63,7_3,7. Journal of Finance/The Journal of Finance - 2025 - BEN%E2%80%90REPHAEL - Uncovering the Hidden Effort Problem.pdf,Uncovering the Hidden Effort Problem,Journal of Finance,Azi Ben-Rephael; Bruce I. Carlin; Zhi Da; Ryan D. Israelsen,Azi Ben-Rephael is with Rutgers Business School; Bruce Carlin is with the Jones School of Business at Rice University; Zhi Da is with the Mendoza College of Business at the University of Notre Dame; Ryan Israelsen is with the Broad College of Business at Michigan State University,22008.0,19635.0,3,3,3,6,7,5,4,3,6,7,7,5,2,6,5,7,4,2,3,3,3,7,8,6,7,2,7,6,6,5,2,7,6,7,6,2,3,3,3,8,9,7,6,2,8,9,7,6,2,8,9,7,6,2,4,4,3,7,8,7,6,2,7,8,8,6,2,7,8,6,7,2,4,3,4,7,8,7,6,2,7,8,7,6,4,7,8,7,6,3
64,7_4,7. Journal of Finance/The Journal of Finance - 2024 - GRUBB - Sending Out an SMS  Automatic Enrollment Experiments for Overdraft Alerts.pdf,Sending Out an SMS: Automatic Enrollment Experiments for Overdraft Alerts,Journal of Finance,Michael D. Grubb; Darragh Kelly; Jeroen Nieboer; Matthew Osborne; Jonathan Shaw,"Michael D. Grubb is at Boston College; Darragh Kelly is at Google; Jeroen Nieboer is at Deliveroo and the London School of Economics; Matthew Osborne is at the University of Toronto, UTM Department of Management and Rotman School of Management; Jonathan Shaw is at the U.K. Financial Conduct Authority (FCA) and Institute for Fiscal Studies.",24252.0,21401.0,4,4,4,6,7,6,7,2,6,7,6,7,2,6,7,6,5,2,4,4,4,6,7,6,7,1,6,7,7,8,1,6,7,7,8,1,3,3,3,7,8,6,7,1,7,8,6,7,1,7,8,6,7,2,5,5,5,7,8,8,7,1,7,8,7,7,1,7,8,8,7,1,5,5,5,7,8,7,7,1,7,8,7,8,2,7,8,7,7,2
65,7_5,7. Journal of Finance/The Journal of Finance - 2024 - BROGAARD - Does Floor Trading Matter.pdf,Does Floor Trading Matter?,Journal of Finance,Jonathan Brogaard; Matthew C. Ringgenberg; Dominik Roesch,Jonathan Brogaard is at the University of Utah; Matthew C. Ringgenberg is at the University of Utah; Dominik Roesch is at the State University of New York at Buffalo,19413.0,17466.0,3,3,3,6,7,5,4,2,6,5,7,4,2,6,7,6,5,2,3,3,3,6,7,6,5,2,7,6,6,5,2,6,7,6,5,2,3,3,3,7,8,6,6,2,7,8,6,5,2,7,8,6,6,2,3,3,3,7,8,6,7,2,7,8,6,7,3,7,8,7,6,2,4,4,5,7,8,7,6,2,7,8,6,5,2,7,8,7,6,2
